claim_id,model,claim_tokens,retrieved_docs,retrieved_doc_tokens_total,retrieved_total_tokens,evidence_docs,evidence_doc_tokens_total,evidence_total_tokens
7,paragraph_joint,22,50,455,477,1,2,24
8,paragraph_joint,27,50,593,620,0,0,27
16,paragraph_joint,20,50,486,506,0,0,20
23,paragraph_joint,25,50,589,614,0,0,25
29,paragraph_joint,22,50,548,570,4,42,64
31,paragraph_joint,23,50,528,551,1,10,33
33,paragraph_joint,16,50,540,556,2,20,36
38,paragraph_joint,17,50,491,508,0,0,17
59,paragraph_joint,22,50,441,463,1,6,28
65,paragraph_joint,14,50,491,505,0,0,14
83,paragraph_joint,25,50,486,511,0,0,25
84,paragraph_joint,17,50,430,447,1,6,23
87,paragraph_joint,18,50,395,413,1,6,24
97,paragraph_joint,18,50,541,559,1,19,37
101,paragraph_joint,18,50,442,460,0,0,18
102,paragraph_joint,15,50,494,509,0,0,15
103,paragraph_joint,32,50,486,518,0,0,32
107,paragraph_joint,18,50,528,546,7,53,71
110,paragraph_joint,24,50,443,467,1,5,29
117,paragraph_joint,21,50,513,534,3,24,45
125,paragraph_joint,25,50,445,470,0,0,25
131,paragraph_joint,13,50,485,498,2,26,39
135,paragraph_joint,24,50,552,576,0,0,24
136,paragraph_joint,20,50,556,576,0,0,20
145,paragraph_joint,34,50,456,490,2,22,56
147,paragraph_joint,33,50,475,508,2,20,53
150,paragraph_joint,14,50,448,462,2,14,28
151,paragraph_joint,10,50,424,434,4,37,47
158,paragraph_joint,26,50,447,473,7,68,94
162,paragraph_joint,16,50,430,446,3,26,42
170,paragraph_joint,11,50,483,494,26,266,277
188,paragraph_joint,28,50,373,401,1,7,35
190,paragraph_joint,30,50,445,475,0,0,30
191,paragraph_joint,16,50,492,508,2,19,35
192,paragraph_joint,16,50,514,530,2,19,35
193,paragraph_joint,20,50,446,466,1,9,29
194,paragraph_joint,20,50,388,408,0,0,20
195,paragraph_joint,20,50,384,404,0,0,20
202,paragraph_joint,24,50,489,513,7,63,87
206,paragraph_joint,13,50,392,405,1,6,19
207,paragraph_joint,13,50,492,505,7,73,86
215,paragraph_joint,12,50,394,406,0,0,12
231,paragraph_joint,23,50,463,486,1,10,33
234,paragraph_joint,19,50,455,474,3,20,39
240,paragraph_joint,14,50,440,454,0,0,14
257,paragraph_joint,15,50,448,463,0,0,15
260,paragraph_joint,22,50,468,490,2,19,41
270,paragraph_joint,9,50,488,497,0,0,9
271,paragraph_joint,12,50,471,483,0,0,12
273,paragraph_joint,38,50,651,689,1,16,54
276,paragraph_joint,31,50,435,466,5,38,69
282,paragraph_joint,18,50,377,395,1,6,24
284,paragraph_joint,15,50,513,528,3,29,44
288,paragraph_joint,28,50,436,464,2,16,44
289,paragraph_joint,17,50,371,388,0,0,17
291,paragraph_joint,20,50,845,865,1,14,34
297,paragraph_joint,25,50,402,427,1,11,36
302,paragraph_joint,25,50,454,479,0,0,25
307,paragraph_joint,15,50,458,473,2,18,33
311,paragraph_joint,19,50,485,504,6,61,80
318,paragraph_joint,24,50,487,511,0,0,24
319,paragraph_joint,24,50,476,500,0,0,24
320,paragraph_joint,24,50,434,458,1,8,32
321,paragraph_joint,25,50,425,450,1,8,33
322,paragraph_joint,23,50,448,471,1,5,28
328,paragraph_joint,17,50,459,476,1,5,22
329,paragraph_joint,25,50,443,468,1,11,36
344,paragraph_joint,26,50,483,509,0,0,26
348,paragraph_joint,25,50,510,535,2,32,57
353,paragraph_joint,13,50,471,484,0,0,13
359,paragraph_joint,19,50,449,468,1,5,24
360,paragraph_joint,19,50,465,484,1,5,24
373,paragraph_joint,23,50,420,443,0,0,23
374,paragraph_joint,22,50,418,440,4,36,58
387,paragraph_joint,19,50,390,409,0,0,19
395,paragraph_joint,14,50,493,507,2,28,42
402,paragraph_joint,30,50,500,530,0,0,30
408,paragraph_joint,19,50,457,476,0,0,19
409,paragraph_joint,21,50,459,480,0,0,21
412,paragraph_joint,27,50,412,439,0,0,27
419,paragraph_joint,31,50,445,476,1,9,40
424,paragraph_joint,26,50,522,548,0,0,26
433,paragraph_joint,13,50,414,427,0,0,13
438,paragraph_joint,30,50,588,618,0,0,30
442,paragraph_joint,15,50,471,486,1,8,23
446,paragraph_joint,24,50,469,493,4,41,65
451,paragraph_joint,13,50,499,512,3,17,30
457,paragraph_joint,19,50,489,508,0,0,19
459,paragraph_joint,23,50,496,519,1,7,30
460,paragraph_joint,15,50,468,483,2,21,36
462,paragraph_joint,19,50,474,493,1,8,27
464,paragraph_joint,22,50,383,405,1,6,28
465,paragraph_joint,22,50,385,407,1,6,28
467,paragraph_joint,25,50,579,604,0,0,25
468,paragraph_joint,12,50,520,532,0,0,12
471,paragraph_joint,32,50,429,461,0,0,32
476,paragraph_joint,19,50,452,471,0,0,19
477,paragraph_joint,21,50,420,441,0,0,21
496,paragraph_joint,13,50,483,496,0,0,13
497,paragraph_joint,13,50,500,513,0,0,13
510,paragraph_joint,24,50,429,453,0,0,24
511,paragraph_joint,24,50,429,453,0,0,24
512,paragraph_joint,13,50,578,591,0,0,13
518,paragraph_joint,12,50,473,485,2,18,30
519,paragraph_joint,20,50,492,512,1,8,28
520,paragraph_joint,20,50,497,517,0,0,20
522,paragraph_joint,11,50,486,497,1,18,29
534,paragraph_joint,16,50,451,467,8,73,89
538,paragraph_joint,12,50,487,499,1,13,25
543,paragraph_joint,28,50,436,464,1,5,33
546,paragraph_joint,17,50,479,496,2,12,29
556,paragraph_joint,20,50,459,479,0,0,20
558,paragraph_joint,18,50,472,490,0,0,18
561,paragraph_joint,24,50,460,484,0,0,24
567,paragraph_joint,33,50,416,449,4,34,67
581,paragraph_joint,24,50,405,429,1,7,31
586,paragraph_joint,16,50,508,524,0,0,16
596,paragraph_joint,16,50,545,561,1,15,31
599,paragraph_joint,13,50,538,551,12,116,129
608,paragraph_joint,18,50,472,490,0,0,18
627,paragraph_joint,26,50,506,532,2,17,43
629,paragraph_joint,24,50,519,543,0,0,24
630,paragraph_joint,20,50,492,512,1,11,31
634,paragraph_joint,30,50,459,489,1,5,35
639,paragraph_joint,26,50,452,478,0,0,26
656,paragraph_joint,25,50,393,418,2,12,37
664,paragraph_joint,25,50,454,479,1,6,31
675,paragraph_joint,11,50,434,445,0,0,11
678,paragraph_joint,12,50,420,432,3,24,36
695,paragraph_joint,23,50,482,505,1,4,27
697,paragraph_joint,14,50,443,457,0,0,14
699,paragraph_joint,29,50,508,537,0,0,29
701,paragraph_joint,18,50,422,440,0,0,18
711,paragraph_joint,24,50,447,471,1,14,38
712,paragraph_joint,24,50,472,496,1,14,38
719,paragraph_joint,18,50,593,611,1,13,31
720,paragraph_joint,16,50,627,643,1,13,29
722,paragraph_joint,27,50,504,531,1,6,33
731,paragraph_joint,23,50,396,419,0,0,23
735,paragraph_joint,18,50,429,447,3,26,44
741,paragraph_joint,28,50,475,503,1,9,37
750,paragraph_joint,15,50,488,503,0,0,15
754,paragraph_joint,11,50,534,545,0,0,11
763,paragraph_joint,25,50,545,570,0,0,25
769,paragraph_joint,18,50,496,514,2,10,28
786,paragraph_joint,28,50,475,503,0,0,28
794,paragraph_joint,15,50,379,394,6,39,54
796,paragraph_joint,15,50,460,475,3,19,34
806,paragraph_joint,18,50,487,505,2,13,31
809,paragraph_joint,23,50,436,459,3,23,46
819,paragraph_joint,16,50,456,472,4,27,43
824,paragraph_joint,18,50,491,509,1,16,34
827,paragraph_joint,17,50,440,457,0,0,17
829,paragraph_joint,18,50,518,536,0,0,18
833,paragraph_joint,16,50,426,442,2,13,29
836,paragraph_joint,18,50,415,433,0,0,18
842,paragraph_joint,19,50,379,398,2,10,29
843,paragraph_joint,19,50,386,405,2,10,29
849,paragraph_joint,20,50,606,626,1,15,35
850,paragraph_joint,39,50,440,479,5,42,81
851,paragraph_joint,22,50,478,500,1,17,39
862,paragraph_joint,22,50,513,535,1,6,28
864,paragraph_joint,16,50,425,441,2,10,26
865,paragraph_joint,27,50,410,437,1,8,35
868,paragraph_joint,8,50,654,662,4,45,53
869,paragraph_joint,8,50,654,662,4,45,53
872,paragraph_joint,12,50,474,486,10,96,108
874,paragraph_joint,9,50,592,601,2,20,29
875,paragraph_joint,9,50,590,599,2,20,29
878,paragraph_joint,22,50,498,520,0,0,22
888,paragraph_joint,24,50,605,629,0,0,24
889,paragraph_joint,24,50,595,619,2,72,96
892,paragraph_joint,19,50,418,437,1,6,25
905,paragraph_joint,18,50,389,407,0,0,18
906,paragraph_joint,19,50,381,400,0,0,19
915,paragraph_joint,28,50,421,449,0,0,28
918,paragraph_joint,15,50,667,682,0,0,15
920,paragraph_joint,15,50,518,533,3,28,43
924,paragraph_joint,16,50,543,559,1,10,26
931,paragraph_joint,17,50,443,460,1,7,24
932,paragraph_joint,18,50,471,489,0,0,18
937,paragraph_joint,13,50,464,477,0,0,13
943,paragraph_joint,18,50,459,477,1,8,26
947,paragraph_joint,21,50,505,526,0,0,21
950,paragraph_joint,17,50,449,466,0,0,17
958,paragraph_joint,35,50,448,483,1,6,41
961,paragraph_joint,22,50,497,519,4,32,54
966,paragraph_joint,25,50,457,482,0,0,25
968,paragraph_joint,27,50,447,474,1,6,33
981,paragraph_joint,32,50,476,508,2,17,49
983,paragraph_joint,26,50,448,474,1,8,34
986,paragraph_joint,22,50,433,455,1,15,37
987,paragraph_joint,20,50,468,488,0,0,20
991,paragraph_joint,11,50,443,454,1,8,19
995,paragraph_joint,23,50,416,439,1,8,31
1010,paragraph_joint,24,50,531,555,1,18,42
1013,paragraph_joint,12,50,449,461,1,6,18
1017,paragraph_joint,13,50,486,499,1,11,24
1022,paragraph_joint,24,50,518,542,4,43,67
1039,paragraph_joint,29,50,396,425,2,16,45
1051,paragraph_joint,19,50,595,614,4,47,66
1057,paragraph_joint,18,50,484,502,2,6,24
1059,paragraph_joint,28,50,379,407,1,7,35
1060,paragraph_joint,29,50,368,397,1,7,36
1061,paragraph_joint,26,50,427,453,1,12,38
1063,paragraph_joint,23,50,482,505,1,12,35
1064,paragraph_joint,17,50,452,469,1,7,24
1066,paragraph_joint,17,50,466,483,2,8,25
1076,paragraph_joint,10,50,440,450,3,24,34
1077,paragraph_joint,10,50,457,467,4,32,42
1080,paragraph_joint,12,50,477,489,1,18,30
1082,paragraph_joint,17,50,634,651,2,36,53
1083,paragraph_joint,17,50,540,557,0,0,17
1092,paragraph_joint,23,50,372,395,1,8,31
1093,paragraph_joint,24,50,397,421,1,8,32
1094,paragraph_joint,14,50,589,603,0,0,14
1095,paragraph_joint,19,50,453,472,2,21,40
1108,paragraph_joint,13,50,472,485,1,9,22
1113,paragraph_joint,24,50,424,448,2,16,40
1116,paragraph_joint,17,50,453,470,4,37,54
1117,paragraph_joint,18,50,434,452,0,0,18
1122,paragraph_joint,22,50,433,455,1,8,30
1123,paragraph_joint,23,50,428,451,2,17,40
1124,paragraph_joint,23,50,438,461,1,8,31
1129,paragraph_joint,24,50,390,414,0,0,24
1131,paragraph_joint,30,50,436,466,1,5,35
1143,paragraph_joint,24,50,482,506,4,45,69
1147,paragraph_joint,15,50,526,541,5,54,69
1149,paragraph_joint,17,50,420,437,0,0,17
1151,paragraph_joint,37,50,507,544,1,19,56
1152,paragraph_joint,37,50,501,538,0,0,37
1154,paragraph_joint,38,50,410,448,1,7,45
1155,paragraph_joint,15,50,547,562,1,15,30
1160,paragraph_joint,12,50,497,509,1,15,27
1167,paragraph_joint,34,50,435,469,0,0,34
1172,paragraph_joint,21,50,441,462,2,14,35
1189,paragraph_joint,26,50,483,509,0,0,26
1192,paragraph_joint,24,50,457,481,0,0,24
1198,paragraph_joint,24,50,413,437,0,0,24
1201,paragraph_joint,40,50,457,497,0,0,40
1203,paragraph_joint,21,50,497,518,0,0,21
1217,paragraph_joint,76,50,466,542,0,0,76
1222,paragraph_joint,15,50,438,453,1,5,20
1233,paragraph_joint,16,50,436,452,1,6,22
1240,paragraph_joint,21,50,438,459,2,17,38
1242,paragraph_joint,15,50,443,458,2,13,28
1243,paragraph_joint,23,50,503,526,0,0,23
1250,paragraph_joint,65,50,496,561,0,0,65
1251,paragraph_joint,39,50,450,489,2,18,57
1252,paragraph_joint,39,50,440,479,1,11,50
1256,paragraph_joint,25,50,540,565,0,0,25
1264,paragraph_joint,20,50,438,458,0,0,20
1267,paragraph_joint,18,50,469,487,3,24,42
1277,paragraph_joint,19,50,497,516,1,9,28
1283,paragraph_joint,19,50,528,547,1,12,31
1285,paragraph_joint,19,50,464,483,0,0,19
1286,paragraph_joint,26,50,502,528,1,4,30
1287,paragraph_joint,19,50,456,475,1,6,25
1296,paragraph_joint,19,50,449,468,3,28,47
1299,paragraph_joint,35,50,509,544,1,16,51
1301,paragraph_joint,25,50,520,545,0,0,25
1313,paragraph_joint,29,50,434,463,1,6,35
1317,paragraph_joint,33,50,435,468,0,0,33
1318,paragraph_joint,18,50,487,505,2,17,35
1321,paragraph_joint,23,50,496,519,1,7,30
1326,paragraph_joint,16,50,469,485,2,23,39
1329,paragraph_joint,23,50,484,507,1,9,32
1338,paragraph_joint,22,50,440,462,1,7,29
1343,paragraph_joint,34,50,429,463,0,0,34
1354,paragraph_joint,19,50,486,505,1,6,25
1357,paragraph_joint,20,50,433,453,1,6,26
1365,paragraph_joint,21,50,566,587,0,0,21
1369,paragraph_joint,16,50,483,499,2,17,33
1377,paragraph_joint,16,50,475,491,7,80,96
1384,paragraph_joint,21,50,389,410,1,6,27
1388,paragraph_joint,16,50,486,502,1,5,21
1396,paragraph_joint,16,50,444,460,1,2,18
1399,paragraph_joint,19,50,489,508,1,13,32
1408,paragraph_joint,16,50,439,455,0,0,16
7,arsjoint,22,50,455,477,3,40,62
8,arsjoint,27,50,593,620,1,6,33
16,arsjoint,20,50,486,506,0,0,20
23,arsjoint,25,50,589,614,0,0,25
29,arsjoint,22,50,548,570,2,27,49
31,arsjoint,23,50,528,551,1,10,33
33,arsjoint,16,50,540,556,3,27,43
38,arsjoint,17,50,491,508,1,6,23
59,arsjoint,22,50,441,463,1,6,28
65,arsjoint,14,50,491,505,0,0,14
83,arsjoint,25,50,486,511,0,0,25
84,arsjoint,17,50,430,447,2,13,30
87,arsjoint,18,50,395,413,1,6,24
97,arsjoint,18,50,541,559,1,19,37
101,arsjoint,18,50,442,460,1,5,23
102,arsjoint,15,50,494,509,0,0,15
103,arsjoint,32,50,486,518,0,0,32
107,arsjoint,18,50,528,546,8,68,86
110,arsjoint,24,50,443,467,0,0,24
117,arsjoint,21,50,513,534,1,5,26
125,arsjoint,25,50,445,470,0,0,25
131,arsjoint,13,50,485,498,3,20,33
135,arsjoint,24,50,552,576,1,15,39
136,arsjoint,20,50,556,576,2,25,45
145,arsjoint,34,50,456,490,2,20,54
147,arsjoint,33,50,475,508,2,20,53
150,arsjoint,14,50,448,462,2,13,27
151,arsjoint,10,50,424,434,8,75,85
158,arsjoint,26,50,447,473,2,25,51
162,arsjoint,16,50,430,446,1,13,29
170,arsjoint,11,50,483,494,8,94,105
188,arsjoint,28,50,373,401,1,7,35
190,arsjoint,30,50,445,475,0,0,30
191,arsjoint,16,50,492,508,2,18,34
192,arsjoint,16,50,514,530,1,12,28
193,arsjoint,20,50,446,466,0,0,20
194,arsjoint,20,50,388,408,0,0,20
195,arsjoint,20,50,384,404,1,13,33
202,arsjoint,24,50,489,513,2,15,39
206,arsjoint,13,50,392,405,1,6,19
207,arsjoint,13,50,492,505,6,68,81
215,arsjoint,12,50,394,406,0,0,12
231,arsjoint,23,50,463,486,0,0,23
234,arsjoint,19,50,455,474,1,8,27
240,arsjoint,14,50,440,454,0,0,14
257,arsjoint,15,50,448,463,1,12,27
260,arsjoint,22,50,468,490,7,82,104
270,arsjoint,9,50,488,497,0,0,9
271,arsjoint,12,50,471,483,2,15,27
273,arsjoint,38,50,651,689,1,16,54
276,arsjoint,31,50,435,466,5,46,77
282,arsjoint,18,50,377,395,1,6,24
284,arsjoint,15,50,513,528,2,17,32
288,arsjoint,28,50,436,464,4,48,76
289,arsjoint,17,50,371,388,1,5,22
291,arsjoint,20,50,845,865,1,14,34
297,arsjoint,25,50,402,427,1,11,36
302,arsjoint,25,50,454,479,0,0,25
307,arsjoint,15,50,458,473,1,10,25
311,arsjoint,19,50,485,504,4,38,57
318,arsjoint,24,50,487,511,0,0,24
319,arsjoint,24,50,476,500,0,0,24
320,arsjoint,24,50,434,458,1,8,32
321,arsjoint,25,50,425,450,1,8,33
322,arsjoint,23,50,448,471,1,5,28
328,arsjoint,17,50,459,476,1,5,22
329,arsjoint,25,50,443,468,1,11,36
344,arsjoint,26,50,483,509,0,0,26
348,arsjoint,25,50,510,535,1,13,38
353,arsjoint,13,50,471,484,0,0,13
359,arsjoint,19,50,449,468,1,5,24
360,arsjoint,19,50,465,484,0,0,19
373,arsjoint,23,50,420,443,0,0,23
374,arsjoint,22,50,418,440,1,8,30
387,arsjoint,19,50,390,409,0,0,19
395,arsjoint,14,50,493,507,1,17,31
402,arsjoint,30,50,500,530,1,9,39
408,arsjoint,19,50,457,476,0,0,19
409,arsjoint,21,50,459,480,0,0,21
412,arsjoint,27,50,412,439,4,50,77
419,arsjoint,31,50,445,476,1,9,40
424,arsjoint,26,50,522,548,1,2,28
433,arsjoint,13,50,414,427,0,0,13
438,arsjoint,30,50,588,618,0,0,30
442,arsjoint,15,50,471,486,2,18,33
446,arsjoint,24,50,469,493,0,0,24
451,arsjoint,13,50,499,512,6,40,53
457,arsjoint,19,50,489,508,0,0,19
459,arsjoint,23,50,496,519,1,7,30
460,arsjoint,15,50,468,483,1,7,22
462,arsjoint,19,50,474,493,0,0,19
464,arsjoint,22,50,383,405,1,6,28
465,arsjoint,22,50,385,407,2,11,33
467,arsjoint,25,50,579,604,0,0,25
468,arsjoint,12,50,520,532,0,0,12
471,arsjoint,32,50,429,461,2,14,46
476,arsjoint,19,50,452,471,1,7,26
477,arsjoint,21,50,420,441,1,7,28
496,arsjoint,13,50,483,496,0,0,13
497,arsjoint,13,50,500,513,0,0,13
510,arsjoint,24,50,429,453,2,15,39
511,arsjoint,24,50,429,453,2,15,39
512,arsjoint,13,50,578,591,3,31,44
518,arsjoint,12,50,473,485,2,18,30
519,arsjoint,20,50,492,512,2,17,37
520,arsjoint,20,50,497,517,2,17,37
522,arsjoint,11,50,486,497,1,18,29
534,arsjoint,16,50,451,467,13,111,127
538,arsjoint,12,50,487,499,3,33,45
543,arsjoint,28,50,436,464,1,5,33
546,arsjoint,17,50,479,496,2,12,29
556,arsjoint,20,50,459,479,0,0,20
558,arsjoint,18,50,472,490,0,0,18
561,arsjoint,24,50,460,484,0,0,24
567,arsjoint,33,50,416,449,2,18,51
581,arsjoint,24,50,405,429,1,7,31
586,arsjoint,16,50,508,524,2,21,37
596,arsjoint,16,50,545,561,2,20,36
599,arsjoint,13,50,538,551,4,41,54
608,arsjoint,18,50,472,490,0,0,18
627,arsjoint,26,50,506,532,2,17,43
629,arsjoint,24,50,519,543,0,0,24
630,arsjoint,20,50,492,512,1,11,31
634,arsjoint,30,50,459,489,1,5,35
639,arsjoint,26,50,452,478,0,0,26
656,arsjoint,25,50,393,418,1,6,31
664,arsjoint,25,50,454,479,1,6,31
675,arsjoint,11,50,434,445,0,0,11
678,arsjoint,12,50,420,432,1,10,22
695,arsjoint,23,50,482,505,1,4,27
697,arsjoint,14,50,443,457,1,9,23
699,arsjoint,29,50,508,537,0,0,29
701,arsjoint,18,50,422,440,0,0,18
711,arsjoint,24,50,447,471,1,14,38
712,arsjoint,24,50,472,496,1,14,38
719,arsjoint,18,50,593,611,1,13,31
720,arsjoint,16,50,627,643,1,13,29
722,arsjoint,27,50,504,531,1,6,33
731,arsjoint,23,50,396,419,0,0,23
735,arsjoint,18,50,429,447,4,31,49
741,arsjoint,28,50,475,503,1,9,37
750,arsjoint,15,50,488,503,0,0,15
754,arsjoint,11,50,534,545,0,0,11
763,arsjoint,25,50,545,570,1,16,41
769,arsjoint,18,50,496,514,7,60,78
786,arsjoint,28,50,475,503,0,0,28
794,arsjoint,15,50,379,394,0,0,15
796,arsjoint,15,50,460,475,4,33,48
806,arsjoint,18,50,487,505,1,8,26
809,arsjoint,23,50,436,459,0,0,23
819,arsjoint,16,50,456,472,1,6,22
824,arsjoint,18,50,491,509,1,16,34
827,arsjoint,17,50,440,457,0,0,17
829,arsjoint,18,50,518,536,0,0,18
833,arsjoint,16,50,426,442,2,16,32
836,arsjoint,18,50,415,433,0,0,18
842,arsjoint,19,50,379,398,1,4,23
843,arsjoint,19,50,386,405,1,4,23
849,arsjoint,20,50,606,626,1,15,35
850,arsjoint,39,50,440,479,3,14,53
851,arsjoint,22,50,478,500,1,17,39
862,arsjoint,22,50,513,535,1,6,28
864,arsjoint,16,50,425,441,2,10,26
865,arsjoint,27,50,410,437,1,8,35
868,arsjoint,8,50,654,662,1,4,12
869,arsjoint,8,50,654,662,1,4,12
872,arsjoint,12,50,474,486,10,86,98
874,arsjoint,9,50,592,601,2,9,18
875,arsjoint,9,50,590,599,2,9,18
878,arsjoint,22,50,498,520,0,0,22
888,arsjoint,24,50,605,629,1,14,38
889,arsjoint,24,50,595,619,1,14,38
892,arsjoint,19,50,418,437,1,6,25
905,arsjoint,18,50,389,407,0,0,18
906,arsjoint,19,50,381,400,0,0,19
915,arsjoint,28,50,421,449,0,0,28
